"","skate_id","station","gear","skate","n_sablefish","pot_size","gear2","haul","depth","interp_depth"
"281","Exp_Set2_105_54","Exp_Set2","HAL",54,13,NA,"Hook-and-line",105,600,617.333333333333
"282","Exp_Set2_105_55","Exp_Set2","HAL",55,22,NA,"Hook-and-line",105,600,616
"283","Exp_Set2_105_55","Exp_Set2","HAL",55,22,NA,"Hook-and-line",105,600,616.666666666667
"284","Exp_Set2_105_56","Exp_Set2","HAL",56,16,NA,"Hook-and-line",105,600,616
"285","Exp_Set2_105_57","Exp_Set2","HAL",57,16,NA,"Hook-and-line",105,600,616
"286","Exp_Set2_105_58","Exp_Set2","HAL",58,13,NA,"Hook-and-line",105,600,616
"287","Exp_Set2_105_59","Exp_Set2","HAL",59,17,NA,"Hook-and-line",105,600,616
"288","Exp_Set2_105_60","Exp_Set2","HAL",60,16,NA,"Hook-and-line",105,600,616
"289","Exp_Set2_105_60","Exp_Set2","HAL",60,16,NA,"Hook-and-line",105,600,616
"290","Exp_Set2_105_61","Exp_Set2","HAL",61,15,NA,"Hook-and-line",105,600,616
"291","Exp_Set2_105_62","Exp_Set2","HAL",62,23,NA,"Hook-and-line",105,600,616
"292","Exp_Set2_105_63","Exp_Set2","HAL",63,10,NA,"Hook-and-line",105,600,616
"293","Exp_Set2_105_64","Exp_Set2","HAL",64,17,NA,"Hook-and-line",105,600,616
"294","Exp_Set2_105_65","Exp_Set2","HAL",65,18,NA,"Hook-and-line",105,600,616
"295","Exp_Set2_105_65","Exp_Set2","HAL",65,18,NA,"Hook-and-line",105,600,616
"296","Exp_Set2_105_66","Exp_Set2","HAL",66,17,NA,"Hook-and-line",105,600,616.666666666667
"297","Exp_Set2_105_67","Exp_Set2","HAL",67,12,NA,"Hook-and-line",105,600,617.333333333333
"298","Exp_Set2_105_68","Exp_Set2","HAL",68,18,NA,"Hook-and-line",105,600,618
"299","Exp_Set2_105_69","Exp_Set2","HAL",69,18,NA,"Hook-and-line",105,600,618.666666666667
"300","Exp_Set2_105_70","Exp_Set2","HAL",70,16,NA,"Hook-and-line",105,600,620
"301","Exp_Set2_105_70","Exp_Set2","HAL",70,16,NA,"Hook-and-line",105,600,619.333333333333
"302","Exp_Set2_105_71","Exp_Set2","HAL",71,17,NA,"Hook-and-line",105,600,619.333333333333
"303","Exp_Set2_105_72","Exp_Set2","HAL",72,10,NA,"Hook-and-line",105,600,618.666666666667
"304","Exp_Set2_105_73","Exp_Set2","HAL",73,12,NA,"Hook-and-line",105,600,618
"305","Exp_Set2_105_74","Exp_Set2","HAL",74,14,NA,"Hook-and-line",105,600,617.333333333333
"306","Exp_Set2_105_75","Exp_Set2","HAL",75,16,NA,"Hook-and-line",105,600,616
"307","Exp_Set2_105_75","Exp_Set2","HAL",75,16,NA,"Hook-and-line",105,600,616.666666666667
"308","Exp_Set2_105_76","Exp_Set2","HAL",76,13,NA,"Hook-and-line",105,600,617.5
"309","Exp_Set2_105_77","Exp_Set2","HAL",77,26,NA,"Hook-and-line",105,600,619
"310","Exp_Set2_105_78","Exp_Set2","HAL",78,21,NA,"Hook-and-line",105,600,620.5
"311","Exp_Set2_105_79","Exp_Set2","HAL",79,22,NA,"Hook-and-line",105,600,622
"312","Exp_Set2_105_80","Exp_Set2","HAL",80,19,NA,"Hook-and-line",105,600,623.5
"313","Exp_Set2_105_80","Exp_Set2","HAL",80,19,NA,"Hook-and-line",105,625,625
"314","Exp_Set2_105_81","Exp_Set2","HAL",81,19,NA,"Hook-and-line",105,625,627.166666666667
"315","Exp_Set2_105_82","Exp_Set2","HAL",82,11,NA,"Hook-and-line",105,625,629.333333333333
"316","Exp_Set2_105_83","Exp_Set2","HAL",83,17,NA,"Hook-and-line",105,625,631.5
"317","Exp_Set2_105_84","Exp_Set2","HAL",84,16,NA,"Hook-and-line",105,625,633.666666666667
"318","Exp_Set2_105_85","Exp_Set2","HAL",85,14,NA,"Hook-and-line",105,625,638
"319","Exp_Set2_105_85","Exp_Set2","HAL",85,14,NA,"Hook-and-line",105,625,635.833333333333
"320","Exp_Set2_105_86","Exp_Set2","HAL",86,12,NA,"Hook-and-line",105,625,639.666666666667
"321","Exp_Set2_105_87","Exp_Set2","HAL",87,18,NA,"Hook-and-line",105,625,641.333333333333
"322","Exp_Set2_105_88","Exp_Set2","HAL",88,20,NA,"Hook-and-line",105,625,643
"323","Exp_Set2_105_89","Exp_Set2","HAL",89,19,NA,"Hook-and-line",105,625,644.666666666667
"324","Exp_Set2_105_90","Exp_Set2","HAL",90,28,NA,"Hook-and-line",105,625,648
"325","Exp_Set2_105_90","Exp_Set2","HAL",90,28,NA,"Hook-and-line",105,625,646.333333333333
"326","Exp_Set2_106_100","Exp_Set2","POT",100,19,"Small","Small pots",106,575,591
"327","Exp_Set2_106_100","Exp_Set2","POT",100,19,"Small","Small pots",106,575,592.285714285714
"328","Exp_Set2_106_101","Exp_Set2","POT",101,9,"Small","Small pots",106,575,593.571428571429
"329","Exp_Set2_106_102","Exp_Set2","POT",102,6,"Small","Small pots",106,575,594.857142857143
"330","Exp_Set2_106_103","Exp_Set2","POT",103,9,"Small","Small pots",106,575,596.142857142857
"331","Exp_Set2_106_104","Exp_Set2","POT",104,13,"Small","Small pots",106,575,597.428571428571
"332","Exp_Set2_106_105","Exp_Set2","POT",105,10,"Small","Small pots",106,575,598.714285714286
"333","Exp_Set2_106_91","Exp_Set2","POT",91,17,"Large","Large pots",106,575,587
"334","Exp_Set2_106_91","Exp_Set2","POT",91,17,"Large","Large pots",106,575,586.666666666667
"335","Exp_Set2_106_92","Exp_Set2","POT",92,13,"Large","Large pots",106,575,586.333333333333
"336","Exp_Set2_106_93","Exp_Set2","POT",93,15,"Large","Large pots",106,575,586
"337","Exp_Set2_106_94","Exp_Set2","POT",94,14,"Large","Large pots",106,575,585.666666666667
"338","Exp_Set2_106_95","Exp_Set2","POT",95,6,"Large","Large pots",106,575,585.333333333333
"339","Exp_Set2_106_95","Exp_Set2","POT",95,6,"Large","Large pots",106,575,585
"340","Exp_Set2_106_96","Exp_Set2","POT",96,2,"Small","Small pots",106,575,586.2
"341","Exp_Set2_106_97","Exp_Set2","POT",97,4,"Small","Small pots",106,575,587.4
"342","Exp_Set2_106_98","Exp_Set2","POT",98,1,"Small","Small pots",106,575,588.6
"343","Exp_Set2_106_99","Exp_Set2","POT",99,14,"Small","Small pots",106,575,589.8
"344","Exp_Set2_106_105","Exp_Set2","POT",105,10,"Small","Small pots",106,600,600
"345","Exp_Set2_106_106","Exp_Set2","POT",106,14,"Small","Small pots",106,600,601
"346","Exp_Set2_106_106","Exp_Set2","POT",106,14,"Small","Small pots",106,600,601
"347","Exp_Set2_106_107","Exp_Set2","POT",107,6,"Small","Small pots",106,600,601
"348","Exp_Set2_106_108","Exp_Set2","POT",108,12,"Small","Small pots",106,600,601
"349","Exp_Set2_106_109","Exp_Set2","POT",109,11,"Small","Small pots",106,600,601
"350","Exp_Set2_106_110","Exp_Set2","POT",110,10,"Small","Small pots",106,600,601
"351","Exp_Set2_106_110","Exp_Set2","POT",110,10,"Small","Small pots",106,600,601.333333333333
"352","Exp_Set2_106_111","Exp_Set2","POT",111,4,"Small","Small pots",106,600,601.666666666667
"353","Exp_Set2_106_112","Exp_Set2","POT",112,5,"Small","Small pots",106,600,602
"354","Exp_Set2_106_113","Exp_Set2","POT",113,18,"Small","Small pots",106,600,602.333333333333
"355","Exp_Set2_106_114","Exp_Set2","POT",114,13,"Small","Small pots",106,600,602.666666666667
"356","Exp_Set2_106_115","Exp_Set2","POT",115,8,"Small","Small pots",106,600,603
"357","Exp_Set2_106_115","Exp_Set2","POT",115,8,"Small","Small pots",106,600,602.666666666667
"358","Exp_Set2_106_116","Exp_Set2","POT",116,14,"Small","Small pots",106,600,602.333333333333
"359","Exp_Set2_106_117","Exp_Set2","POT",117,11,"Small","Small pots",106,600,602
"360","Exp_Set2_106_118","Exp_Set2","POT",118,8,"Small","Small pots",106,600,601.666666666667
"361","Exp_Set2_106_119","Exp_Set2","POT",119,3,"Small","Small pots",106,600,601.333333333333
"362","Exp_Set2_106_120","Exp_Set2","POT",120,13,"Small","Small pots",106,600,601
"363","Exp_Set2_106_120","Exp_Set2","POT",120,13,"Small","Small pots",106,600,601.833333333333
"364","Exp_Set2_106_121","Exp_Set2","POT",121,18,"Small","Small pots",106,600,602.666666666667
"365","Exp_Set2_106_122","Exp_Set2","POT",122,2,"Small","Small pots",106,600,603.5
"366","Exp_Set2_106_123","Exp_Set2","POT",123,11,"Small","Small pots",106,600,604.333333333333
"367","Exp_Set2_106_124","Exp_Set2","POT",124,7,"Small","Small pots",106,600,605.166666666667
"368","Exp_Set2_106_125","Exp_Set2","POT",125,16,"Small","Small pots",106,600,606
"369","Exp_Set2_106_125","Exp_Set2","POT",125,16,"Small","Small pots",106,600,606.666666666667
"370","Exp_Set2_106_126","Exp_Set2","POT",126,9,"Small","Small pots",106,600,607.333333333333
"371","Exp_Set2_106_127","Exp_Set2","POT",127,9,"Small","Small pots",106,600,608
"372","Exp_Set2_106_128","Exp_Set2","POT",128,6,"Small","Small pots",106,600,608.666666666667
"373","Exp_Set2_106_129","Exp_Set2","POT",129,13,"Small","Small pots",106,600,609.333333333333
"374","Exp_Set2_106_130","Exp_Set2","POT",130,5,"Small","Small pots",106,600,610
"375","Exp_Set2_106_130","Exp_Set2","POT",130,5,"Small","Small pots",106,600,611
"376","Exp_Set2_106_131","Exp_Set2","POT",131,14,"Small","Small pots",106,600,612
"377","Exp_Set2_106_132","Exp_Set2","POT",132,10,"Small","Small pots",106,600,613
"378","Exp_Set2_106_133","Exp_Set2","POT",133,10,"Small","Small pots",106,600,614
"379","Exp_Set2_106_134","Exp_Set2","POT",134,6,"Small","Small pots",106,600,615
"380","Exp_Set2_106_135","Exp_Set2","POT",135,4,"Small","Small pots",106,600,616
"381","Exp_Set2_106_135","Exp_Set2","POT",135,4,"Small","Small pots",106,600,617.166666666667
"382","Exp_Set2_106_136","Exp_Set2","POT",136,13,"Small","Small pots",106,600,618.333333333333
"383","Exp_Set2_106_137","Exp_Set2","POT",137,5,"Small","Small pots",106,600,619.5
"384","Exp_Set2_106_138","Exp_Set2","POT",138,23,"Small","Small pots",106,600,620.666666666667
"385","Exp_Set2_106_139","Exp_Set2","POT",139,18,"Small","Small pots",106,600,621.833333333333
"386","Exp_Set2_106_140","Exp_Set2","POT",140,5,"Small","Small pots",106,600,623
"387","Exp_Set2_106_140","Exp_Set2","POT",140,5,"Small","Small pots",106,600,624
"388","Exp_Set2_106_141","Exp_Set2","POT",141,13,"Small","Small pots",106,625,625
"389","Exp_Set2_106_142","Exp_Set2","POT",142,6,"Small","Small pots",106,625,626
"390","Exp_Set2_106_143","Exp_Set2","POT",143,4,"Small","Small pots",106,625,627
"391","Exp_Set2_106_144","Exp_Set2","POT",144,1,"Small","Small pots",106,625,628
"392","Exp_Set2_106_145","Exp_Set2","POT",145,2,"Small","Small pots",106,625,629
"393","Exp_Set2_106_145","Exp_Set2","POT",145,2,"Small","Small pots",106,625,629.833333333333
"394","Exp_Set2_106_146","Exp_Set2","POT",146,14,"Small","Small pots",106,625,630.666666666667
"395","Exp_Set2_106_147","Exp_Set2","POT",147,12,"Small","Small pots",106,625,631.5
"396","Exp_Set2_106_148","Exp_Set2","POT",148,0,"Small","Small pots",106,625,632.333333333333
"397","Exp_Set2_106_149","Exp_Set2","POT",149,7,"Small","Small pots",106,625,633.166666666667
"398","Exp_Set2_106_150","Exp_Set2","POT",150,2,"Small","Small pots",106,625,634
"399","Exp_Set2_106_150","Exp_Set2","POT",150,2,"Small","Small pots",106,625,634.666666666667
"400","Exp_Set2_106_151","Exp_Set2","POT",151,9,"Small","Small pots",106,625,635.333333333333
"401","Exp_Set2_106_152","Exp_Set2","POT",152,13,"Small","Small pots",106,625,636
"402","Exp_Set2_106_153","Exp_Set2","POT",153,8,"Small","Small pots",106,625,636.666666666667
"403","Exp_Set2_106_154","Exp_Set2","POT",154,3,"Small","Small pots",106,625,637.333333333333
"404","Exp_Set2_106_155","Exp_Set2","POT",155,2,"Small","Small pots",106,625,638
"405","Exp_Set2_106_155","Exp_Set2","POT",155,2,"Small","Small pots",106,625,638.333333333333
"406","Exp_Set2_106_156","Exp_Set2","POT",156,15,"Small","Small pots",106,625,638.666666666667
"407","Exp_Set2_106_157","Exp_Set2","POT",157,0,"Small","Small pots",106,625,639
"408","Exp_Set2_106_158","Exp_Set2","POT",158,6,"Small","Small pots",106,625,639.333333333333
"409","Exp_Set2_106_159","Exp_Set2","POT",159,14,"Small","Small pots",106,625,639.666666666667
"410","Exp_Set2_106_160","Exp_Set2","POT",160,7,"Small","Small pots",106,625,640
"411","Exp_Set2_106_160","Exp_Set2","POT",160,7,"Small","Small pots",106,625,640
"412","Exp_Set2_106_161","Exp_Set2","POT",161,11,"Small","Small pots",106,625,640
"413","Exp_Set2_106_162","Exp_Set2","POT",162,7,"Small","Small pots",106,625,640
"414","Exp_Set2_106_163","Exp_Set2","POT",163,3,"Small","Small pots",106,625,640
"415","Exp_Set2_106_164","Exp_Set2","POT",164,3,"Small","Small pots",106,625,640
"416","Exp_Set2_106_165","Exp_Set2","POT",165,7,"Small","Small pots",106,625,640
"417","Exp_Set2_106_165","Exp_Set2","POT",165,7,"Small","Small pots",106,625,640.666666666667
"418","Exp_Set2_106_166","Exp_Set2","POT",166,5,"Small","Small pots",106,625,641.333333333333
"419","Exp_Set2_106_167","Exp_Set2","POT",167,4,"Small","Small pots",106,625,642
"420","Exp_Set2_106_168","Exp_Set2","POT",168,12,"Small","Small pots",106,625,642.666666666667
"421","Exp_Set2_106_169","Exp_Set2","POT",169,9,"Small","Small pots",106,625,643.333333333333
"422","Exp_Set2_106_170","Exp_Set2","POT",170,12,"Small","Small pots",106,625,644
"423","Exp_Set2_106_170","Exp_Set2","POT",170,12,"Small","Small pots",106,625,643.833333333333
"424","Exp_Set2_106_171","Exp_Set2","POT",171,12,"Small","Small pots",106,625,643.666666666667
"425","Exp_Set2_106_172","Exp_Set2","POT",172,2,"Small","Small pots",106,625,643.5
"426","Exp_Set2_106_173","Exp_Set2","POT",173,15,"Small","Small pots",106,625,643.333333333333
"427","Exp_Set2_106_174","Exp_Set2","POT",174,16,"Small","Small pots",106,625,643.166666666667
"428","Exp_Set2_106_175","Exp_Set2","POT",175,10,"Large","Large pots",106,625,643
"429","Exp_Set2_106_175","Exp_Set2","POT",175,10,"Large","Large pots",106,625,644
"430","Exp_Set2_106_176","Exp_Set2","POT",176,3,"Large","Large pots",106,625,645
"431","Exp_Set2_106_177","Exp_Set2","POT",177,12,"Large","Large pots",106,625,646
"432","Exp_Set2_106_178","Exp_Set2","POT",178,9,"Large","Large pots",106,625,647
"433","Exp_Set2_106_179","Exp_Set2","POT",179,4,"Large","Large pots",106,625,648
"434","Exp_Set2_106_180","Exp_Set2","POT",180,11,"Large","Large pots",106,625,649
"435","Exp_Set2_106_180","Exp_Set2","POT",180,11,"Large","Large pots",106,650,650
"436","Exp_Set2_106_180","Exp_Set2","POT",180,11,"Large","Large pots",106,650,651
"437","Exp_Set3_107_1","Exp_Set3","HAL",1,0,NA,"Hook-and-line",107,525,531
"438","Exp_Set3_107_1","Exp_Set3","HAL",1,0,NA,"Hook-and-line",107,525,537.2
"439","Exp_Set3_107_2","Exp_Set3","HAL",2,18,NA,"Hook-and-line",107,525,543.4
"440","Exp_Set3_107_3","Exp_Set3","HAL",3,20,NA,"Hook-and-line",107,525,549.6
"441","Exp_Set3_107_10","Exp_Set3","HAL",10,22,NA,"Hook-and-line",107,550,562
"442","Exp_Set3_107_11","Exp_Set3","HAL",11,17,NA,"Hook-and-line",107,550,562
"443","Exp_Set3_107_11","Exp_Set3","HAL",11,17,NA,"Hook-and-line",107,550,563.833333333333
"444","Exp_Set3_107_12","Exp_Set3","HAL",12,19,NA,"Hook-and-line",107,550,565.666666666667
"445","Exp_Set3_107_13","Exp_Set3","HAL",13,26,NA,"Hook-and-line",107,550,567.5
"446","Exp_Set3_107_14","Exp_Set3","HAL",14,21,NA,"Hook-and-line",107,550,569.333333333333
"447","Exp_Set3_107_15","Exp_Set3","HAL",15,27,NA,"Hook-and-line",107,550,571.166666666667
"448","Exp_Set3_107_16","Exp_Set3","HAL",16,24,NA,"Hook-and-line",107,550,573
"449","Exp_Set3_107_16","Exp_Set3","HAL",16,24,NA,"Hook-and-line",107,550,574.714285714286
"450","Exp_Set3_107_4","Exp_Set3","HAL",4,11,NA,"Hook-and-line",107,550,555.8
"451","Exp_Set3_107_5","Exp_Set3","HAL",5,14,NA,"Hook-and-line",107,550,562
"452","Exp_Set3_107_5","Exp_Set3","HAL",5,14,NA,"Hook-and-line",107,550,562
"453","Exp_Set3_107_6","Exp_Set3","HAL",6,19,NA,"Hook-and-line",107,550,562
"454","Exp_Set3_107_7","Exp_Set3","HAL",7,17,NA,"Hook-and-line",107,550,562
"455","Exp_Set3_107_8","Exp_Set3","HAL",8,12,NA,"Hook-and-line",107,550,562
"456","Exp_Set3_107_9","Exp_Set3","HAL",9,22,NA,"Hook-and-line",107,550,562
"457","Exp_Set3_107_17","Exp_Set3","HAL",17,24,NA,"Hook-and-line",107,575,576.428571428571
"458","Exp_Set3_107_18","Exp_Set3","HAL",18,23,NA,"Hook-and-line",107,575,578.142857142857
"459","Exp_Set3_107_19","Exp_Set3","HAL",19,19,NA,"Hook-and-line",107,575,579.857142857143
"460","Exp_Set3_107_20","Exp_Set3","HAL",20,10,NA,"Hook-and-line",107,575,581.571428571429
"461","Exp_Set3_107_21","Exp_Set3","HAL",21,9,NA,"Hook-and-line",107,575,583.285714285714
"462","Exp_Set3_107_22","Exp_Set3","HAL",22,13,NA,"Hook-and-line",107,575,585
"463","Exp_Set3_107_22","Exp_Set3","HAL",22,13,NA,"Hook-and-line",107,575,586
"464","Exp_Set3_107_23","Exp_Set3","HAL",23,23,NA,"Hook-and-line",107,575,587
"465","Exp_Set3_107_24","Exp_Set3","HAL",24,21,NA,"Hook-and-line",107,575,588
"466","Exp_Set3_107_25","Exp_Set3","HAL",25,23,NA,"Hook-and-line",107,575,589
"467","Exp_Set3_107_26","Exp_Set3","HAL",26,26,NA,"Hook-and-line",107,575,590
"468","Exp_Set3_107_27","Exp_Set3","HAL",27,24,NA,"Hook-and-line",107,575,591
"469","Exp_Set3_107_27","Exp_Set3","HAL",27,24,NA,"Hook-and-line",107,575,592.333333333333
"470","Exp_Set3_107_28","Exp_Set3","HAL",28,14,NA,"Hook-and-line",107,575,593.666666666667
"471","Exp_Set3_107_29","Exp_Set3","HAL",29,16,NA,"Hook-and-line",107,575,595
"472","Exp_Set3_107_30","Exp_Set3","HAL",30,22,NA,"Hook-and-line",107,575,596.333333333333
"473","Exp_Set3_107_31","Exp_Set3","HAL",31,20,NA,"Hook-and-line",107,575,597.666666666667
"474","Exp_Set3_107_32","Exp_Set3","HAL",32,20,NA,"Hook-and-line",107,575,599
"475","Exp_Set3_107_32","Exp_Set3","HAL",32,20,NA,"Hook-and-line",107,575,599.75
"476","Exp_Set3_107_33","Exp_Set3","HAL",33,20,NA,"Hook-and-line",107,600,600.5
"477","Exp_Set3_107_34","Exp_Set3","HAL",34,19,NA,"Hook-and-line",107,600,601.25
"478","Exp_Set3_107_35","Exp_Set3","HAL",35,22,NA,"Hook-and-line",107,600,602
"479","Exp_Set3_107_35","Exp_Set3","HAL",35,22,NA,"Hook-and-line",107,600,604
"480","Exp_Set3_107_36","Exp_Set3","HAL",36,23,NA,"Hook-and-line",107,600,606
"481","Exp_Set3_107_37","Exp_Set3","HAL",37,16,NA,"Hook-and-line",107,600,608
"482","Exp_Set3_107_37","Exp_Set3","HAL",37,16,NA,"Hook-and-line",107,600,607.833333333333
"483","Exp_Set3_107_38","Exp_Set3","HAL",38,22,NA,"Hook-and-line",107,600,607.666666666667
"484","Exp_Set3_107_39","Exp_Set3","HAL",39,19,NA,"Hook-and-line",107,600,607.5
"485","Exp_Set3_107_40","Exp_Set3","HAL",40,18,NA,"Hook-and-line",107,600,607.333333333333
"486","Exp_Set3_107_41","Exp_Set3","HAL",41,19,NA,"Hook-and-line",107,600,607.166666666667
"487","Exp_Set3_107_42","Exp_Set3","HAL",42,16,NA,"Hook-and-line",107,600,607
"488","Exp_Set3_107_42","Exp_Set3","HAL",42,16,NA,"Hook-and-line",107,600,607.5
"489","Exp_Set3_107_43","Exp_Set3","HAL",43,14,NA,"Hook-and-line",107,600,608
"490","Exp_Set3_107_44","Exp_Set3","HAL",44,17,NA,"Hook-and-line",107,600,608.5
"491","Exp_Set3_107_45","Exp_Set3","HAL",45,22,NA,"Hook-and-line",107,600,609
"492","Exp_Set3_107_46","Exp_Set3","HAL",46,17,NA,"Hook-and-line",107,600,609.5
"493","Exp_Set3_107_47","Exp_Set3","HAL",47,17,NA,"Hook-and-line",107,600,610
"494","Exp_Set3_107_47","Exp_Set3","HAL",47,17,NA,"Hook-and-line",107,600,611.666666666667
"495","Exp_Set3_107_48","Exp_Set3","HAL",48,22,NA,"Hook-and-line",107,600,613.333333333333
"496","Exp_Set3_107_49","Exp_Set3","HAL",49,21,NA,"Hook-and-line",107,600,615
"497","Exp_Set3_107_50","Exp_Set3","HAL",50,25,NA,"Hook-and-line",107,600,616.666666666667
"498","Exp_Set3_107_51","Exp_Set3","HAL",51,26,NA,"Hook-and-line",107,600,618.333333333333
"499","Exp_Set3_107_52","Exp_Set3","HAL",52,26,NA,"Hook-and-line",107,600,620
"500","Exp_Set3_107_52","Exp_Set3","HAL",52,26,NA,"Hook-and-line",107,600,621
"501","Exp_Set3_107_53","Exp_Set3","HAL",53,14,NA,"Hook-and-line",107,600,622
"502","Exp_Set3_107_54","Exp_Set3","HAL",54,26,NA,"Hook-and-line",107,600,623
"503","Exp_Set3_107_55","Exp_Set3","HAL",55,26,NA,"Hook-and-line",107,600,624
"504","Exp_Set3_107_56","Exp_Set3","HAL",56,16,NA,"Hook-and-line",107,625,625
"505","Exp_Set3_107_57","Exp_Set3","HAL",57,18,NA,"Hook-and-line",107,625,626
"506","Exp_Set3_107_57","Exp_Set3","HAL",57,18,NA,"Hook-and-line",107,625,629.666666666667
"507","Exp_Set3_107_58","Exp_Set3","HAL",58,23,NA,"Hook-and-line",107,625,633.333333333333
"508","Exp_Set3_107_59","Exp_Set3","HAL",59,18,NA,"Hook-and-line",107,625,637
"509","Exp_Set3_107_60","Exp_Set3","HAL",60,22,NA,"Hook-and-line",107,625,640.666666666667
"510","Exp_Set3_107_61","Exp_Set3","HAL",61,19,NA,"Hook-and-line",107,625,644.333333333333
"511","Exp_Set3_107_62","Exp_Set3","HAL",62,22,NA,"Hook-and-line",107,625,648
"512","Exp_Set3_107_62","Exp_Set3","HAL",62,22,NA,"Hook-and-line",107,625,647
"513","Exp_Set3_107_63","Exp_Set3","HAL",63,19,NA,"Hook-and-line",107,625,646
"514","Exp_Set3_107_64","Exp_Set3","HAL",64,21,NA,"Hook-and-line",107,625,645
"515","Exp_Set3_107_65","Exp_Set3","HAL",65,17,NA,"Hook-and-line",107,625,644
"516","Exp_Set3_107_66","Exp_Set3","HAL",66,22,NA,"Hook-and-line",107,625,643
"517","Exp_Set3_107_67","Exp_Set3","HAL",67,16,NA,"Hook-and-line",107,625,642
"518","Exp_Set3_107_67","Exp_Set3","HAL",67,16,NA,"Hook-and-line",107,625,642.5
"519","Exp_Set3_107_68","Exp_Set3","HAL",68,23,NA,"Hook-and-line",107,625,643
"520","Exp_Set3_107_69","Exp_Set3","HAL",69,9,NA,"Hook-and-line",107,625,643.5
"521","Exp_Set3_107_70","Exp_Set3","HAL",70,18,NA,"Hook-and-line",107,625,644
"522","Exp_Set3_107_71","Exp_Set3","HAL",71,22,NA,"Hook-and-line",107,625,644.5
"523","Exp_Set3_107_72","Exp_Set3","HAL",72,15,NA,"Hook-and-line",107,625,645
"524","Exp_Set3_107_72","Exp_Set3","HAL",72,15,NA,"Hook-and-line",107,625,646.166666666667
"525","Exp_Set3_107_73","Exp_Set3","HAL",73,18,NA,"Hook-and-line",107,625,647.333333333333
"526","Exp_Set3_107_74","Exp_Set3","HAL",74,12,NA,"Hook-and-line",107,625,648.5
"527","Exp_Set3_107_75","Exp_Set3","HAL",75,15,NA,"Hook-and-line",107,625,649.666666666667
"528","Exp_Set3_107_76","Exp_Set3","HAL",76,14,NA,"Hook-and-line",107,650,650.833333333333
"529","Exp_Set3_107_77","Exp_Set3","HAL",77,15,NA,"Hook-and-line",107,650,652
"530","Exp_Set3_107_77","Exp_Set3","HAL",77,15,NA,"Hook-and-line",107,650,652.833333333333
"531","Exp_Set3_107_78","Exp_Set3","HAL",78,5,NA,"Hook-and-line",107,650,653.666666666667
"532","Exp_Set3_107_79","Exp_Set3","HAL",79,10,NA,"Hook-and-line",107,650,654.5
"533","Exp_Set3_107_80","Exp_Set3","HAL",80,9,NA,"Hook-and-line",107,650,655.333333333333
"534","Exp_Set3_107_81","Exp_Set3","HAL",81,22,NA,"Hook-and-line",107,650,656.166666666667
"535","Exp_Set3_107_82","Exp_Set3","HAL",82,20,NA,"Hook-and-line",107,650,657
"536","Exp_Set3_107_82","Exp_Set3","HAL",82,20,NA,"Hook-and-line",107,650,657.166666666667
"537","Exp_Set3_107_83","Exp_Set3","HAL",83,18,NA,"Hook-and-line",107,650,657.333333333333
"538","Exp_Set3_107_84","Exp_Set3","HAL",84,13,NA,"Hook-and-line",107,650,657.5
"539","Exp_Set3_107_85","Exp_Set3","HAL",85,21,NA,"Hook-and-line",107,650,657.666666666667
"540","Exp_Set3_107_86","Exp_Set3","HAL",86,13,NA,"Hook-and-line",107,650,657.833333333333
"541","Exp_Set3_107_87","Exp_Set3","HAL",87,4,NA,"Hook-and-line",107,650,658
"542","Exp_Set3_107_87","Exp_Set3","HAL",87,4,NA,"Hook-and-line",107,650,659.5
"543","Exp_Set3_107_88","Exp_Set3","HAL",88,6,NA,"Hook-and-line",107,650,661
"544","Exp_Set3_107_89","Exp_Set3","HAL",89,7,NA,"Hook-and-line",107,650,662.5
"545","Exp_Set3_107_90","Exp_Set3","HAL",90,10,NA,"Hook-and-line",107,650,664
"546","Exp_Set3_107_91","Exp_Set3","HAL",91,6,NA,"Hook-and-line",107,650,665.5
"547","Exp_Set3_107_92","Exp_Set3","HAL",92,7,NA,"Hook-and-line",107,650,667
"548","Exp_Set3_107_92","Exp_Set3","HAL",92,7,NA,"Hook-and-line",107,650,668.5
"549","Exp_Set3_107_92","Exp_Set3","HAL",92,7,NA,"Hook-and-line",107,650,670
"550","Exp_Set3_108_102","Exp_Set3","POT",102,18,"Small","Small pots",108,550,573.5
"551","Exp_Set3_108_103","Exp_Set3","POT",103,13,"Small","Small pots",108,550,571.333333333333
"552","Exp_Set3_108_104","Exp_Set3","POT",104,17,"Small","Small pots",108,550,569.166666666667
"553","Exp_Set3_108_105","Exp_Set3","POT",105,11,"Small","Small pots",108,550,567
"554","Exp_Set3_108_105","Exp_Set3","POT",105,11,"Small","Small pots",108,550,568
"555","Exp_Set3_108_106","Exp_Set3","POT",106,16,"Small","Small pots",108,550,569
"556","Exp_Set3_108_93","Exp_Set3","POT",93,17,"Large","Large pots",108,550,564
"557","Exp_Set3_108_93","Exp_Set3","POT",93,17,"Large","Large pots",108,550,565
"558","Exp_Set3_108_94","Exp_Set3","POT",94,15,"Large","Large pots",108,550,566
"559","Exp_Set3_108_95","Exp_Set3","POT",95,17,"Large","Large pots",108,550,567
"560","Exp_Set3_108_95","Exp_Set3","POT",95,17,"Large","Large pots",108,550,569.166666666667
"561","Exp_Set3_108_96","Exp_Set3","POT",96,14,"Large","Large pots",108,550,571.333333333333
"562","Exp_Set3_108_97","Exp_Set3","POT",97,11,"Large","Large pots",108,550,573.5
